source_file,freq_hz,interval_ms,gpu,sample_idx,pcitx_bytes,pcirx_bytes,pcitx_MB,pcirx_MB,pcitx_MBps,pcirx_MBps,pcitx_status,pcirx_status,used_in_task1_baseline
idle_pcie_check_10hz.txt,10,100,GPU4,57,1068871,890726,1.0689,0.8907,10.689,8.907,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,58,1352135,1163465,1.3521,1.1635,13.521,11.635,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,59,1058162,896571,1.0582,0.8966,10.582,8.966,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,60,2834536,2635069,2.8345,2.6351,28.345,26.351,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,61,3029135,2961005,3.0291,2.961,30.291,29.61,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,62,1972406,1848970,1.9724,1.849,19.724,18.49,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,63,1729412,1635080,1.7294,1.6351,17.294,16.351,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,64,4098288,3810046,4.0983,3.81,40.983,38.1,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,65,1504089,1346867,1.5041,1.3469,15.041,13.469,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,66,1061893,899732,1.0619,0.8997,10.619,8.997,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,67,2646678,2531377,2.6467,2.5314,26.467,25.314,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,68,2043905,1936469,2.0439,1.9365,20.439,19.365,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,69,3128793,414026,3.1288,0.414,31.288,4.14,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,70,141494,3010001,0.1415,3.01,1.415,30.1,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,71,2955830,10481,2.9558,0.0105,29.558,0.105,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,72,0,2772401,0.0,2.7724,0.0,27.724,empty_zero,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,73,1063881,0,1.0639,0.0,10.639,0.0,valid,empty_zero,True
idle_pcie_check_10hz.txt,10,100,GPU4,74,1074348,911898,1.0743,0.9119,10.743,9.119,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,75,869977,1420236,0.87,1.4202,8.7,14.202,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,76,1171302,676066,1.1713,0.6761,11.713,6.761,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,77,2353070,1168682,2.3531,1.1687,23.531,11.687,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,78,136266,2211571,0.1363,2.2116,1.363,22.116,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,79,3154822,15723,3.1548,0.0157,31.548,0.157,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,80,2091046,2981883,2.091,2.9819,20.91,29.819,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,81,2091046,2981883,2.091,2.9819,20.91,29.819,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,82,1058655,969560,1.0587,0.9696,10.587,9.696,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,83,1126766,1032432,1.1268,1.0324,11.268,10.324,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,84,1365255,1247335,1.3653,1.2473,13.653,12.473,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,85,1163404,1079555,1.1634,1.0796,11.634,10.796,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,86,1163404,1079555,1.1634,1.0796,11.634,10.796,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,87,141507,15723,0.1415,0.0157,1.415,0.157,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,88,1168655,1016677,1.1687,1.0167,11.687,10.167,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,89,2683167,2484026,2.6832,2.484,26.832,24.84,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,90,1593209,1456948,1.5932,1.4569,15.932,14.569,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,91,1069111,911889,1.0691,0.9119,10.691,9.119,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,92,1074377,901428,1.0744,0.9014,10.744,9.014,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,93,1074377,1462199,1.0744,1.4622,10.744,14.622,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,94,1629906,2136767,1.6299,2.1368,16.299,21.368,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,95,1163411,0,1.1634,0.0,11.634,0.0,valid,empty_zero,True
idle_pcie_check_10hz.txt,10,100,GPU4,96,1352072,1058600,1.3521,1.0586,13.521,10.586,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,97,4098320,1346831,4.0983,1.3468,40.983,13.468,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,98,1074374,3956818,1.0744,3.9568,10.744,39.568,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,99,1493622,1132023,1.4936,1.132,14.936,11.32,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,100,2515575,1650845,2.5156,1.6508,25.156,16.508,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,101,1058642,2740928,1.0586,2.7409,10.586,27.409,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,102,1063894,896177,1.0639,0.8962,10.639,8.962,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,103,1058595,1194915,1.0586,1.1949,10.586,11.949,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,104,943327,2080507,0.9433,2.0805,9.433,20.805,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,105,1173960,1724192,1.174,1.7242,11.74,17.242,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,106,1739858,1991540,1.7399,1.9915,17.399,19.915,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,107,2982054,2379203,2.9821,2.3792,29.821,23.792,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,108,1069105,3223134,1.0691,3.2231,10.691,32.231,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,109,1058639,1006216,1.0586,1.0062,10.586,10.062,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,110,1058649,1373086,1.0586,1.3731,10.586,13.731,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,111,1058636,1975796,1.0586,1.9758,10.586,19.758,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,112,1058637,1629880,1.0586,1.6299,10.586,16.299,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,113,1063888,896173,1.0639,0.8962,10.639,8.962,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,114,1063883,890941,1.0639,0.8909,10.639,8.909,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,115,1158162,1006186,1.1582,1.0062,11.582,10.062,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,116,1755633,1566968,1.7556,1.567,17.556,15.67,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,117,2903405,2641365,2.9034,2.6414,29.034,26.414,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,118,1063873,901410,1.0639,0.9014,10.639,9.014,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,119,1063883,890936,1.0639,0.8909,10.639,8.909,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,120,1063880,901415,1.0639,0.9014,10.639,9.014,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,121,1058645,890939,1.0586,0.8909,10.586,8.909,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,122,1063869,906647,1.0639,0.9066,10.639,9.066,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,123,1058652,885704,1.0587,0.8857,10.587,8.857,valid,valid,True
idle_pcie_check_10hz.txt,10,100,GPU4,124,1063885,896179,1.0639,0.8962,10.639,8.962,valid,valid,True
idle_pcie_check_20hz.txt,20,50,GPU4,0,2911076,2766634,2.9111,2.7666,58.222,55.333,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,1,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,2,2059639,1928619,2.0596,1.9286,41.193,38.572,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,3,2059639,0,2.0596,0.0,41.193,0.0,valid,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,4,3652792,3464125,3.6528,3.4641,73.056,69.282,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,5,4300971,4039354,4.301,4.0394,86.019,80.787,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,6,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,7,4379217,4115222,4.3792,4.1152,87.584,82.304,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,8,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,9,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,10,1572312,1451768,1.5723,1.4518,31.446,29.035,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,11,2007170,1855191,2.0072,1.8552,40.143,37.104,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,12,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,13,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,14,12168963,11503391,12.169,11.5034,243.379,230.068,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,15,3631830,3395997,3.6318,3.396,72.637,67.92,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,16,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,17,4548917,4286882,4.5489,4.2869,90.978,85.738,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,18,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,19,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,20,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,21,136264,786498,0.1363,0.7865,2.725,15.73,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,22,0,26204,0.0,0.0262,0.0,0.524,empty_zero,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,23,613128,0,0.6131,0.0,12.263,0.0,valid,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,24,0,822744,0.0,0.8227,0.0,16.455,empty_zero,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,25,6257335,0,6.2573,0.0,125.147,0.0,valid,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,26,0,5565569,0.0,5.5656,0.0,111.311,empty_zero,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,27,3600332,0,3.6003,0.0,72.007,0.0,valid,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,28,0,3374983,0.0,3.375,0.0,67.5,empty_zero,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,29,5235457,0,5.2355,0.0,104.709,0.0,valid,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,30,8846309,4915774,8.8463,4.9158,176.926,98.315,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,31,3364503,8301276,3.3645,8.3013,67.29,166.026,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,32,0,3154877,0.0,3.1549,0.0,63.098,empty_zero,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,33,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,34,3778447,0,3.7784,0.0,75.569,0.0,valid,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,35,0,3589787,0.0,3.5898,0.0,71.796,empty_zero,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,36,5465850,0,5.4658,0.0,109.317,0.0,valid,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,37,3474605,5198584,3.4746,5.1986,69.492,103.972,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,38,0,3369790,0.0,3.3698,0.0,67.396,empty_zero,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,39,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,40,4643120,0,4.6431,0.0,92.862,0.0,valid,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,41,0,4480663,0.0,4.4807,0.0,89.613,empty_zero,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,42,3616866,0,3.6169,0.0,72.337,0.0,valid,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,43,141510,26205,0.1415,0.0262,2.83,0.524,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,44,141495,15721,0.1415,0.0157,2.83,0.314,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,45,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,46,3904348,3694719,3.9043,3.6947,78.087,73.894,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,47,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,48,4422661,4145591,4.4227,4.1456,88.453,82.912,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,49,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,50,8401771,7907858,8.4018,7.9079,168.035,158.157,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,51,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,52,3044810,2919035,3.0448,2.919,60.896,58.381,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,53,3526996,3322609,3.527,3.3226,70.54,66.452,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,54,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,55,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,56,3589863,3343551,3.5899,3.3436,71.797,66.871,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,57,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,58,6922637,6907080,6.9226,6.9071,138.453,138.142,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,59,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,60,3093871,2565004,3.0939,2.565,61.877,51.3,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,61,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,62,6068790,5827716,6.0688,5.8277,121.376,116.554,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,63,6472280,5895802,6.4723,5.8958,129.446,117.916,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,64,6393668,6115910,6.3937,6.1159,127.873,122.318,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,65,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,66,2879290,2696726,2.8793,2.6967,57.586,53.935,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,67,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,68,0,2554895,0.0,2.5549,0.0,51.098,empty_zero,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,69,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,70,1467343,0,1.4673,0.0,29.347,0.0,valid,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,71,0,1341571,0.0,1.3416,0.0,26.831,empty_zero,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,72,9832027,0,9.832,0.0,196.641,0.0,valid,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,73,0,9225693,0.0,9.2257,0.0,184.514,empty_zero,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,74,5953834,0,5.9538,0.0,119.077,0.0,valid,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,75,0,5503104,0.0,5.5031,0.0,110.062,empty_zero,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,76,4108724,0,4.1087,0.0,82.174,0.0,valid,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,77,0,3925299,0.0,3.9253,0.0,78.506,empty_zero,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,78,5015330,4748055,5.0153,4.7481,100.307,94.961,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,79,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,80,3899057,3600338,3.8991,3.6003,77.981,72.007,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,81,4470225,4360173,4.4702,4.3602,89.404,87.203,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,82,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,83,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,84,2809020,2620354,2.809,2.6204,56.18,52.407,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,85,3164161,3002830,3.1642,3.0028,63.283,60.057,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,86,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,87,8699842,8243887,8.6998,8.2439,173.997,164.878,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,88,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,89,3485073,3212556,3.4851,3.2126,69.701,64.251,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,90,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,91,6377870,6058190,6.3779,6.0582,127.557,121.164,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,92,6377870,6058190,6.3779,6.0582,127.557,121.164,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,93,3055368,2767125,3.0554,2.7671,61.107,55.343,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,94,2363551,2111997,2.3636,2.112,47.271,42.24,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,95,2363551,2111997,2.3636,2.112,47.271,42.24,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,96,2363551,2111997,2.3636,2.112,47.271,42.24,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,97,0,5424568,0.0,5.4246,0.0,108.491,empty_zero,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,98,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,99,141487,0,0.1415,0.0,2.83,0.0,valid,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,100,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_20hz.txt,20,50,GPU4,101,2725031,2573058,2.725,2.5731,54.501,51.461,valid,valid,False
idle_pcie_check_20hz.txt,20,50,GPU4,102,2646539,2803759,2.6465,2.8038,52.931,56.075,valid,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,0,1945443,1808897,1.9454,1.8089,194.544,180.89,valid,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,1,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,2,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,3,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,4,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,5,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,6,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,7,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,8,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,9,1163420,979998,1.1634,0.98,116.342,98.0,valid,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,10,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,11,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,12,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,13,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,14,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,15,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,16,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,17,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,18,7714117,7100971,7.7141,7.101,771.412,710.097,valid,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,19,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,20,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,21,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,22,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,23,7740392,0,7.7404,0.0,774.039,0.0,valid,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,24,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,25,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,26,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,27,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,28,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,29,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,30,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,31,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,32,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,33,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,34,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,35,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,36,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,37,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,38,7030103,6736088,7.0301,6.7361,703.01,673.609,valid,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,39,0,3268170,0.0,3.2682,0.0,326.817,empty_zero,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,40,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,41,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,42,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,43,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,44,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,45,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,46,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,47,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,48,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,49,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,50,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,51,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,52,6770819,0,6.7708,0.0,677.082,0.0,valid,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,53,0,6608361,0.0,6.6084,0.0,660.836,empty_zero,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,54,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,55,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,56,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
